,text_lower
1990,"b""@liamnunn83 thanks mate you've just made my 8 hour shift end with some good news so thank you for that. really glad\xe2\x80\xa6 https://t.co/aeqdu1bt8c"""
1991,"b""@liamnunn83 hi liam, i'm sorry to say that you'd need to speak with our digital team between the hours of 8am to 8p\xe2\x80\xa6 https://t.co/rx2xt3gldi"""
1992,b'@darrenappleby13 @tori_learmonth hi darren. apologies due to the impact of covid-19 we are facing higher call volum\xe2\x80\xa6 https://t.co/avchfhehgu'
1993,"b""@giddypip 2/2 reply as soon as they can so please bear with us. if you dm me i'll see if i can answer this for you\xe2\x80\xa6 https://t.co/j8vmrgeoid"""
1994,"b'@giddypip apologies jacqui, we are working as hard as we can to answer all of our customers queries, but unfortunat\xe2\x80\xa6 https://t.co/syengguunl'"
1995,"b""@barryswallow i'm afraid barry with this type of query it would be our digital team that you'll need to speak with\xe2\x80\xa6 https://t.co/iuplztcolc"""
1996,b'@gregkozakiewicz 2/2 i know that this is not ideal but you would need to give them a call on 0800 161 5300 between 8am and 8pm - dan'
1997,"b'@gregkozakiewicz okay greg, thanks for letting me know. the only people that can get this sorted are our digital he\xe2\x80\xa6 https://t.co/zivmnn5x6e'"
1998,b'@antsatwit @apple hi anthony. sorry for the late reply in coming back to you. if this is credited back to a barclay\xe2\x80\xa6 https://t.co/grdv2j9wcx'
1999,"b""@ninatw hi nina. i'm sorry that it's taken so long to come back to you on this, we are working as hard as we can to\xe2\x80\xa6 https://t.co/dcxxlysuuu"""
2000,"b""@whartland @fleetwaytravel @simoncalder oh bless you wendy, i really hope that this get's sorted for you soon. take\xe2\x80\xa6 https://t.co/qnefb6dj3v"""
2001,"b""@nickworthingt16 hi nick, i'm sorry that it's taken so long to come back to you, we're working as hard as we can to\xe2\x80\xa6 https://t.co/rnrkqvv5y1"""
2002,"b""@emma17louise_ ahh i see, i'm really sorry for the delay. something like this will need to be dealt with by the tea\xe2\x80\xa6 https://t.co/suddkdsgnh"""
2003,"b'to support our customers who are stranded abroad, we\xe2\x80\x99re removing non-sterling transaction fees on overseas purchase\xe2\x80\xa6 https://t.co/izqq1q5qms'"
2004,"b""@eihlmagazine okay, i'm sorry to hear that. if there's anything we can do to help then please let me know. kristos"""
2005,"b""@jrosmith i'm sorry to hear that. the address is: barclaycard, customer relations dept, po box 9131, 51 saffron roa\xe2\x80\xa6 https://t.co/lkmuul10la"""
2006,"b""@brionyemma04 i've dropped you a dm \xf0\x9f\x98\x8a thanks, dean."""
2007,"b""@wombattom @clarahopscotch i'm sorry about this tom, we do have staff members that are manning the phones to help w\xe2\x80\xa6 https://t.co/ip8erv6z97"""
2008,"b""@eihlmagazine hi there, thanks for getting in touch and apologies for the delay. i'm sorry to hear your credit limi\xe2\x80\xa6 https://t.co/uzaaz6n5jx"""
2009,"b'@cmcilv no bother mate, stay safe and hopefully speak to you again when things are less mental \xf0\x9f\x98\xa9- dan'"
2010,"b""@brionyemma04 sorry about that briony, we're extremely busy. is there a specific reason you need to sign in at the\xe2\x80\xa6 https://t.co/jcbt0xolzg"""
2011,"b""@tavish_86 2/2  if you're able to leave it until we quieten down a little then that would save you time holding on\xe2\x80\xa6 https://t.co/ttqouqimyb"""
2012,b'@tavish_86 hi andy. we can get that credit balance transferred back to your bank account for you but we would need\xe2\x80\xa6 https://t.co/7hio6t72za'
2013,"b""@filipinoboy89 hey there, if this is in regards to your barclaycard germany account you'd need to reach out to our\xe2\x80\xa6 https://t.co/tnr41kpwkk"""
2014,"b""@davidsullivan85 @robynskiiiii okay david, i'm glad that you've been able to make your payment, hopefully things ma\xe2\x80\xa6 https://t.co/ru3r6hyguo"""
2015,"b""@cmcilv okay in that case you'd need to call customer services so that they could get you one sent out but honestly\xe2\x80\xa6 https://t.co/y1izssxmiw"""
2016,b'@davidsullivan85 @robynskiiiii hi david. sorry for the late reply did you manage to get through in the end? - dan'
2017,"b""@meaningfultrav1 @lastminute_com @martinslewis @atolprotected hi there. sorry it's take so long to reply we are sup\xe2\x80\xa6 https://t.co/kgeijirsjw"""
2018,"b""@philswinhoe it would still need popping in the post phil as the team don't have an email address. thanks. - dan"""
2019,"b""@cmcilv awesome news, okay so here's for the not so awesome news \xf0\x9f\x98\x92 you'd need to speak with our digital team to get\xe2\x80\xa6 https://t.co/2sohzhlpwu"""
2020,b'@danny8hull hi dan. we can arrange to send the funds back to you however you would need to speak with our customer\xe2\x80\xa6 https://t.co/1q4rmkaciq'
2021,"b'@cmcilv hi connor, can you please double check that you have the most up to date version of the app by checking to\xe2\x80\xa6 https://t.co/bzz8ucnbuq'"
2022,"b""@phifep hi phil. apologies for the late reply in coming back to you we've been snowed under due to covid-19 and hav\xe2\x80\xa6 https://t.co/q8sqzc0rcm"""
2023,b'@rickyw2017 hi ricky. apologies that you have not received your form in the post. if you use this link you can prin\xe2\x80\xa6 https://t.co/hpx1hnj0jd'
2024,"b""@dogheads1 hey, thanks for your tweet. this isn't what i like to see :( could you pop over to dm to explain a littl\xe2\x80\xa6 https://t.co/lmhlocyunm"""
2025,"b'@jojolittle85 hi jodie, can you dm me please so i can try to help you out. thanks, dean. https://t.co/mpqb4etryv'"
2026,"b""@gwytherdavid hey dave, can you drop me a dm confirming your wife's name and postcode please. thanks, dean. https://t.co/mpqb4etryv"""
2027,b'scam alert \xe2\x9a\xa0\xef\xb8\x8f fraudsters are impersonating government and health bodies in fake text messages about coronavirus. if\xe2\x80\xa6 https://t.co/pyzak4h6zn'
2028,"b'@haribocheeks hi cara, i am sorry for the delayed reply. have you managed to get this resolved? thanks, dean.'"
2029,"b""@sejlil hey there, thanks for your message and huge apologies for your long wait, we're so busy due to the impact o\xe2\x80\xa6 https://t.co/uabylsqxha"""
2030,"b""@luvcollectables hey there,  thanks for getting in touch and huge apologies for your long wait, we're so busy due t\xe2\x80\xa6 https://t.co/zcyd3bsbyi"""
2031,"b""@mschristinarose hi christina, i'm sorry for the delays. as you can imagine, we've a lot of customers calling for s\xe2\x80\xa6 https://t.co/ifdgwtft7s"""
2032,b'@thomasjtaylor92 not sure what the problem is thomas but if you send us a quick dm with your postcode and phone num\xe2\x80\xa6 https://t.co/ik9xlvsgen'
2033,"b'@scorpiogirl3875 hi vicky,  are you getting an error message at all?   can you dm me with the details along with yo\xe2\x80\xa6 https://t.co/bzwb67mebf'"
2034,"b""@under_toned hey wendy, has this been sorted yet? sorry we've just been in touch but we're extremely busy at the moment. thanks, dean."""
2035,"b'@pauljtucker hey paul, sorry for the delay in replying. have you managed to get this sorted yet? thanks, dean.'"
2036,"b'@flahute66 sorry about that david, have you manaeged to get sorted? thanks, dean.'"
2037,"b""@stem_maths if you want to send me a quick dm with your postcode and phone number then i'll see if this is somethin\xe2\x80\xa6 https://t.co/sdx3synllo"""
2038,"b""@zakcb1 i'm sorry about this zak, if you haven't managed to get through then please send me a dm to let me know and\xe2\x80\xa6 https://t.co/vf1dqqs8ek"""
2039,"b""@sweetpeainfo lines are open every day from 9am to 9pm. \n\nif you're having any problems generally with managing you\xe2\x80\xa6 https://t.co/ll9menivbo"""
2040,"b'@sweetpeainfo hi there, we won\xe2\x80\x99t be charging you late payment or cash advance fees between 19 march and 17 june 202\xe2\x80\xa6 https://t.co/q5tfgie2se'"
2041,"b'@paulystew1 what trouble are you having with this paul? thanks, dean.'"
2042,"b""@kcajrum hi jack, i'm sorry for the delays when calling. we've a lot of customers calling for support right now. di\xe2\x80\xa6 https://t.co/apxpbcqljx"""
2043,"b""@monie4112 hi simone, we're extremely busy at the moment. are you still having this trouble? thanks, dean."""
2044,"b""@captainshmit hey, sorry for the delayed reply. you can raise a dispute against this transaction if you'd like too\xe2\x80\xa6 https://t.co/qmhlqrmbcs"""
2045,"b""@stem_maths apologies for the delay, we're extremely busy at present. have you managed to get this sorted? is there\xe2\x80\xa6 https://t.co/c6edf1fdvh"""
2046,"b""@timbald if you're having any problems generally with managing your money, you\xe2\x80\x99ll find helpful advice at our money\xe2\x80\xa6 https://t.co/znuuni7era"""
2047,"b""@timbald hi tim, we're looking at ways we can help our customers. stopping interest is not something we have done b\xe2\x80\xa6 https://t.co/oddy0nar7w"""
2048,"b'@mattyydale hi matty, sorry for the delay in my reply. i can talk you through disputing these. just go to\xe2\x80\xa6 https://t.co/jn1bs1v9oa'"
2049,"b""@akprasad hi anup, i understand why you'd be worried, do you have the app? if so, you'll be able to block it in the\xe2\x80\xa6 https://t.co/daqtbsykns"""
2050,"b'@zoewakeling apologies zoe, hopefully this should be soon apologies for the delay. thanks, dean.'"
2051,"b""@foyz2 sorry about this, have you managed to sort this out? we're very busy at present unfortunately. thanks, dean."""
2052,"b'@zoewakeling unfortunately not, is there a specific reason you need to sign in at them moment? thanks, dean.'"
2053,"b'@zoewakeling sorry to hear this zoe, have you managed to get this sorted yet? thanks, dean.'"
2054,"b'@gains_malone hi paul, i\xe2\x80\x99m sorry that never arrived. that should have been there by now. i am afraid that you may n\xe2\x80\xa6 https://t.co/50faekidha'"
2055,"b""@bendasilva1992 hi ben, sorry for the delay in my reply and for the wait to speak with us. i'm not able to arrange\xe2\x80\xa6 https://t.co/wcbqypted0"""
2056,"b""@a137hea hi aletha, i'm really sorry for the delay in my reply. i'd like to check alternatives for logging this. if\xe2\x80\xa6 https://t.co/pkmjgcpojo"""
2057,"b""@sophie_runs hi soph, sorry for the delayed reply we're extremely busy at the moment. we'd not usually extend these\xe2\x80\xa6 https://t.co/idci6ibkip"""
2058,"b""@ggserge i understand where you're coming from, i assure you that we're doing the best we can to get back to you. i\xe2\x80\xa6 https://t.co/kz65j8rc2r"""
2059,"b'@rich_erd hey richard, please pop over to dm so we can chat about this in more detail with the higher character limit :) rach'"
2060,"b""@kurt_kurty hi kurt, sorry for the delay. we've been really busy recently, it's not great to hear that this has hap\xe2\x80\xa6 https://t.co/e2iiw89ykv"""
2061,"b""@ggserge hi sergio, with the global restrictions in place some of our teams aren't available at the moment while ot\xe2\x80\xa6 https://t.co/t5wvwubrtm"""
2062,"b'@ryanlaurenson hey ryan, thanks for your tweet and sorry for the delay in getting to you. i do hope you got sorted\xe2\x80\xa6 https://t.co/ufsrijveao'"
2063,"b""@josh_stead hi joshua, i'm really sorry you were on hold so long; did you get sorted in the end? amiee"""
2064,"b""@ohmygoddard hi jade, i'm sorry it's taken so long to reply to you, we've been mega busy. if you'd like to send a d\xe2\x80\xa6 https://t.co/p3ceqwluiu"""
2065,"b""@ambergrindle i'm sorry for the delay, amber. can you tell me a bit more about this please and what you've been adv\xe2\x80\xa6 https://t.co/kvvrlbia27"""
2066,"b'@worldwearyguy 2/2  won\xe2\x80\x99t be charging you late payment or cash advance fees. we\xe2\x80\x99ll take care of this, so you don\xe2\x80\x99t\xe2\x80\xa6 https://t.co/3fjdppwbg2'"
2067,"b""@worldwearyguy sorry for the delay in getting back to you. did you manage to get the payment through? if not you'll\xe2\x80\xa6 https://t.co/4nvofc5ylo"""
2068,"b""@lovsssssss pop across to dm and we can help you with the steps to raise his with us if you need them! i hope you're keeping well. paul 2/2"""
2069,"b""@lovsssssss hi! i'm sorry to hear your travel plans have been impacted :( we'd recommend you get in touch with your\xe2\x80\xa6 https://t.co/zok2frwm48"""
2070,"b""@lucymazx we don't have any specific timescale for postal requests; we're extremely busy at the moment but the team\xe2\x80\xa6 https://t.co/pz7qmyqwlc"""
2071,"b""@lucymazx hi lucy, i'm sorry you haven't received a refund you were expecting! payments to a card usually take arou\xe2\x80\xa6 https://t.co/5o4edc64t0"""
2072,"b""@aluminiumfrank apologies, i can assure you we are answering the phone and we're doing everything we can to deal wi\xe2\x80\xa6 https://t.co/zpffmmepwq"""
2073,"b""@chrispluck91 hi, i'm sorry you had some trouble using our phone service! i'm not aware of it being down - i hope y\xe2\x80\xa6 https://t.co/pap2igxrbu"""
2074,"b""@laurynpryde with the global restrictions in place some of our teams aren't available at the moment while others ar\xe2\x80\xa6 https://t.co/9issvcxeba"""
2075,"b""@lewisjdoyle i'm sorry lewis, obviously we don't want to lose you and are trying our very best to help as many cust\xe2\x80\xa6 https://t.co/lsh7nbxekp"""
2076,"b""@tomstannard10 @powellfotograf hi tom. i'm really sorry about this, you'll need to speak with our digital team to g\xe2\x80\xa6 https://t.co/3uzqut96cf"""
2077,"b""@beckypearse hi rebecca, sorry that you're having issues logging into your account. can you please send me a dm and\xe2\x80\xa6 https://t.co/pcksfggicp"""
2078,"b""@sarniearmy @emma17louise_ thanks for letting us know amy. i'm really sorry about our call queues at the moment but\xe2\x80\xa6 https://t.co/7de8t9u2mk"""
2079,"b'@chellemacgill hi chelle, we are receiving a lot of calls today as you can imagine. what do you need to speak to us about please? jord'"
2080,"b'@wend_jones hi wendy, unfortunately there will be a long wait when calling at the moment. what do you need to speak\xe2\x80\xa6 https://t.co/c8qkaik7ij'"
2081,"b""@aaliyahdeanne hi lili, i'm sorry for the delays when calling, we've a lot of customers calling for support right n\xe2\x80\xa6 https://t.co/x6ckkpxix4"""
2082,"b""@morris2906 you can send secure messages from your online account morris. if you'd like to talk to me privately you\xe2\x80\xa6 https://t.co/mjvzykqmri"""
2083,b'you can now use contactless card payments for purchases up to \xc2\xa345. \n\nwe hope this will help to make your payments e\xe2\x80\xa6 https://t.co/982fu8aiyq'
