,text_punct
1779,bpimran786 PolhomeEditor Hi Imran if you check this link it may help you in the meantime httpstco2C3PNxZqPy Thanks Nikki
1780,bjack_day1992 Hi Jack can you DM me as we do have support available Thanks Nikki
1781,b_harahx Hi all of our teams are extremely busy as we have a reduced number of staff and more customers contactingxe2x80xa6 httpstcoZz03trnvjs
1782,bPhilPhilpp Hi Phil were the UK team You would need to reach out to Barclaycard Germany for any updatesxe2x80xa6 httpstco8REtQO7t2f
1783,bStuInAus Hi Stuart sorry about that Weve just enabled this to try and help with some customer queries Ive gotxe2x80xa6 httpstcodkB4brCyEw
1784,bFredleted Hi Brian Sorry for the delay in replying If you check this link regarding repayment holidaysxe2x80xa6 httpstcotQK8ZOKbRh
1785,bphillippparker Hey Philly apologies for the delay All of our teams are extremely busy due to the current situatixe2x80xa6 httpstcozBkxegyNTo
1786,bskotyw Hi Scott sorry for the wait Are you still having problems If so please let me know if this is a debit orxe2x80xa6 httpstcoK1OVh1EmDp
1787,bAdamjohntaylor5 Hi Adam sorry for the wait did you manage to speak with the team If not can I ask if youre ablxe2x80xa6 httpstcomsvS20cs5S
1788,baluminiumfrank Apologies for the delay Can you DM me and let me know what it is you wanted to speak to us about pxe2x80xa6 httpstcoZcOzEEF0Lr
1789,bAndiMadd Hi Andy Yes it should come back to you within around 710 days Thanks  Dan
1790,bKarenMason Can you send us a little more information through DM and we can see what options you have  Brogan httpstcomPqb4etrYV
1791,bWendySm01112453 Hey Wendy thanks for your patience while wexe2x80x99ve been so busy were doing our best to operate as bxe2x80xa6 httpstcobVbb9LzV0b
1792,bnewham2012 Hi Carlos you can find out more about what were doing to help our customers on this link httpstcoiWvLWd93AS Thanks Nikki
1793,bjohn_herd GlaswegianTory Sorry that youre not happy with the response that you received from my colleague Nikkixe2x80xa6 httpstcoiHss6DEOZR
1794,bsoniasok116 Sorry to hear that Sonia If you need help at this time then you can find out what were doing to helpxe2x80xa6 httpstcoOvuMMix8tu
1795,bmackenziesmithr 22 Id first check that your bank arent declining it and if theyre not then check this link forxe2x80xa6 httpstcozoRttvydYS
1796,bmackenziesmithr Hi there as were dealing with a large amount of calls and have both customers and colleagues havxe2x80xa6 httpstcozmfjGnGv1d
1797,bsticklebrick73 Hi Randy Im really sorry about this we are working as hard as we can to deal with the amount of quxe2x80xa6 httpstco8rHVTDD6rK
1798,bhaveasalad Im really sorry about this we are working as hard as we can to deal with the amount of queries that wexe2x80xa6 httpstcofkuTlN6hQq
1799,bduncphoto WarrenAaronWebs Hi Duncan I think that Nikki must have listened to what you said and it appear that wexe2x80xa6 httpstcoN5RN2qmbyi
1800,blorrain09287461 Hi Lorraine our offers tend to run to the end of each month so Im confused as to why youve hadxe2x80xa6 httpstco1Fsk33BLff
1801,bGuestlandlord Hi Richard it may be that youre not able to query that specific transaction You can download a foxe2x80xa6 httpstcoMWxJp7I9ux
1802,btanyaKGx Hey Tanya As we totally stretched across all of our channels we have no capacity to offer callbacks Imxe2x80xa6 httpstcosPkCeAiVvx
1803,bLondon_Rover Hi there if youre not sorted please DM me and Ill see if I can advise further Thanks Nikki httpstcomPqb4etrYV
1804,bmerkmoore95 Hey Mark thanks for your patience while wexe2x80x99ve been so busy were doing our best to operate as best wxe2x80xa6 httpstcolEhEncQskP
1805,bgordonJack7 Ive just replied Gordon Thanks Nikki
1806,bAmanGil55213229 22 line in the queue httpstcoO2v1FoFjWV Thanks  Dan
1807,bAmanGil55213229 Im sorry about this we are working as hard as we can to help as many customers as possible withxe2x80xa6 httpstcouDPcBRilnO
1808,bSpennooooo Hey Callum sorry for the delay in my reply Our telephone lines are extremely busy at the moment due toxe2x80xa6 httpstcoCrRXt0BUM9
1809,bRomihanduja Hi Rajesh so sorry to hear that Please ask your daughter to reach out to the team who arranged her ixe2x80xa6 httpstcoIuzObVfAgy
1810,bFriely47 Hi Alex it would depend what the query was in relation to as different teams need engaging to help withxe2x80xa6 httpstco8s1m29g9kd
1811,btanyaKGx Hi Tanya Im really sorry about this we are working as hard as we can to deal with the amount of queriesxe2x80xa6 httpstcoMOqucDrPNO
1812,bashelle66 Depending on what you would need help with we might need to speak to you securely did you manage to conxe2x80xa6 httpstcodhfrNHTva8
1813,bashelle66 Hello Ashleigh I can certainly understand your frustration with this and due to our staff being impactxe2x80xa6 httpstcoREvzMgpuro
1814,babrahams_fiona Hey Fiona Im so sorry for the delay wexe2x80x99ve been so busy and were doing our best to operate as bexe2x80xa6 httpstcoyiWBrlSzlV
1815,bSHaywardZA Hi There you can find all of the information that you need regarding making a chargeback via this linkxe2x80xa6 httpstcoNq7wzNoFZW
1816,bchellemacgill I can certainly appreciate having to wait for this long is frustrating did you manage to get this resolved at all Ramona
1817,bwdy_t 22 Ill get that raised as totally agree its confusing Thanks Nikki
1818,bwdy_t Hi Tom sorry for the delay in replying Customers must write their 16 digit card number and postcode on thexe2x80xa6 httpstcowzTGY4gOdF
1819,bBuggyTunes Hey there so sorry for the delay in my reply and for the time youve spent calling us Have you managedxe2x80xa6 httpstcoZ34sBQLe22
1820,bGlaswegianTory Im really sorry about this we are working as hard as we can to deal with the amount of queries thaxe2x80xa6 httpstcolhvLbNaa4W
1821,baaliyahdeanne Hello Lili if your credit card account is in credit now you will need to speak to us securely so wexe2x80xa6 httpstcoFDSxCR6NH1
1822,bJonnyRebelArt Hello Jonathan I can certainly appreciate having to wait for so long is frustrating were you ablexe2x80xa6 httpstcoNq0BMdv6Ih
1823,bMichaelNemo89 Hi Michael Im so sorry for this Have you looked at thel ink in one of our reposnses above You caxe2x80xa6 httpstcooAmk4gEXAM
1824,bAdam65702213 Hello Adam I can certainly give you a hand with this is there a reason why you think someone mightxe2x80xa6 httpstco0Ld9Zv2tiE
1825,bandywilmer hayleyalysmua Hey Andy thanks for your patience while wexe2x80x99ve been so busy were doing our best to opexe2x80xa6 httpstcor8wJ6KQ0UT
1826,bswhittle Im sorry about this Sally do the messages provide you with a number that you need to call other than customer services  Dan
1827,bPaulTransfer Hi Paul so sorry for the delay in replying again Ill reply to your DM  Thanks Nikki httpstcomPqb4etrYV
1828,bAdamDUBDay Hi Adam Please try this link to see if this one works any better for you httpstcoqpdUIR3ARM  Ifxe2x80xa6 httpstcoXKsfabKsTc
1829,bBagey1975 Hi Paul can you DM me if you still need help and let me know what you mean by unlock Thanks Nikki httpstcomPqb4etrYV
1830,bJTMANmenswear Have you spoken yo someone about this If not can you let me know more around what you need to doxe2x80xa6 httpstcoFWgwUs7FpD
1831,bJTMANmenswear Hi all our teams are extremely busy as we have a reduced number of staff and more customers contactxe2x80xa6 httpstco4Anxw0Lldk
1832,bt77nge We appreciate your patience Ange I know its been a few days since you tweeted have you received anythingxe2x80xa6 httpstconh0Qyx1GRX
1833,bMattCrooks97 Hi Matthew Youd need to speak with customer services as theyll be able to do whats called a credixe2x80xa6 httpstcou2DjbJdUxB
1834,bjourdemayne Hi Deborah this should be fixed now If you clear your cache and cookies and try again thatd be great Thanks Nikki
1835,bUrban__Groove Hi there during these difficult times you have to put yourself first 100 Check this page for updaxe2x80xa6 httpstcowjcoO3zuxn
1836,bfidonn Hi Fiona Ill reply to your DM now Thanks Nikki
1837,bgarethmorrison Hi Gareth Im not sure whove you will have emailed but unless its secure message wed not be ablxe2x80xa6 httpstcoRN7ALecNSw
1838,bsimonknott86 Hey Simon aplogies for the delay in my reply Were super busy right now which is why our queues arexe2x80xa6 httpstcoqa1x2wy3iL
1839,bsciolisthjf Hi Howard Im sorry youre having issues getting through to us we are taking calls between the hoursxe2x80xa6 httpstcoSwCja9CLQI
1840,bSiege_Perilous I can certainly pass this on to the team as feedback Patrina Hopefully youve managed to speak to us now Kevin
1841,bhehunts Hi James Im really sorry about this we are working as hard as we can to deal with the amount of queriesxe2x80xa6 httpstcoyM0fGnifcu
1842,bbiggc1970 If youxe2x80x99re not registered for Barclaycard online servicing then just use this linkxe2x80xa6 httpstcoVz4ftLSaB9
1843,bbiggc1970 Click on View your spending and then click on the transaction next click xe2x80x98Query a transactionxe2x80x99 and fxe2x80xa6 httpstcoje8T0i7xYN
1844,bbiggc1970 Hi Graham sorry for the delay You can call the Barclaycard dispute team on 0800 161 5291 7am11pm toxe2x80xa6 httpstcoioQ1sWX9fS
1845,bbern_eleven LaurynPryde Hi David Ive just replied to your DM this should be fixed now if you can try again Thanks Nikki
1846,bsusie_worm Yes Susie were servicing thousands of calls successfully The queues are very long and there is excesxe2x80xa6 httpstcoTrsib93UkR
1847,bKarenMason Hey Karen so sorry about this were super busy right now Have you managed to get through yet If notxe2x80xa6 httpstcoA4lG9GgQY2
1848,bbern_eleven AntRGreen Hi David if you can try today that should work now for you Also just clear cache and cookxe2x80xa6 httpstco3yDFS2oiLs
1849,bRichie__Ryan Hi Richie Sorry for the late reply in coming back to you on this You will need to speak with our goxe2x80xa6 httpstcoiSODPgHu47
1850,bCaterinaAmato8 The team are receiving thousands of calls Caterina Theyre working as hard as they can to servicexe2x80xa6 httpstcouSp3ATGoSn
1851,bangelahayworth Hi Angela I can see you have sent us a DM and my colleague Dan has got back to you there Christie
1852,brachael_crofts Hey Rachael thanks for your Tweet and so sorry for the delay in getting back to you have you manaxe2x80xa6 httpstcooc9HolFBC2
1853,bSophieD_85 Hi Sophie we wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 June 2020xe2x80xa6 httpstco4hTMk5Qhnx
1854,bdobtastic You would have to send it in the post  Here is our web page with more informationxe2x80xa6 httpstcoB0ncFFa95C
1855,bLili2 If youre having any problems generally with managing your money youxe2x80x99ll find helpful advice at our money woxe2x80xa6 httpstcoGyQb2nuwJ5
1856,bLili2 If you think you could be financially impacted by Covid19 call us on 0800 046 8324 to find out how we canxe2x80xa6 httpstcoaSAPCBKIqf
1857,bLili2 Hello JaxnnWe wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 June 2020 xe2x80x93 wxe2x80xa6 httpstcoCysrAt8Jjb
1858,bHarris_5Family Hello Harris please come over to Facebook Messenger  I do want to help and find the best next stexe2x80xa6 httpstcoWfb7UMPMFb
1859,bDialsquare10 Hello there we are not able to arrange callbacks from here for security reasons  Please come over txe2x80xa6 httpstco5kKbmcYQeG
1860,bsmithywannabe Hello NiknnPlease come over to DM where the character count is higher for this informationnnRoss httpstcomPqb4etrYV
1861,bsamdmorgan Hi Sam wexe2x80x99ve fixed this issue today Please can you clear your cache and cookies and log in again as yxe2x80xa6 httpstcoUAPOQdoPZx
1862,bluckymercenary Hi there are you having troubles with your Online Banking If so pop over to DM so we can chat further  Brogan
1863,bA_Cameron19 Hi Annabel please can you send me a DM with why you called If I can get you the help you need herexe2x80xa6 httpstcouSsJ0z0ksF
1864,bShauniMcTaggart Hi Shauni I noticed your Tweet and would like to help Please can you send me a DM with a littlexe2x80xa6 httpstcoU9JcEFrHmD
1865,bjetsetninja Hey Jetset Thanks for your message and huge apologies for your long wait were so busy due to the imxe2x80xa6 httpstcoDigLNjMAeW
1866,bESmith206 Hey Eric thanks for your message and huge apologies for your long wait were so busy due to the impactxe2x80xa6 httpstcoBSakvdZCwW
1867,bSonia63962271 If youre having any problems generally with managing your money youxe2x80x99ll find helpful advice at ourxe2x80xa6 httpstcoHBtja1qvEq
1868,bSonia63962271 If you think you could be financially impacted by Covid19 call us on 0800 046 8324 to find out howxe2x80xa6 httpstcolOSIPwGMyk
1869,bSonia63962271 Hello SoniannWe wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 Junxe2x80xa6 httpstcoyOHRZgOSO5
1870,bkep212 Also due to Covid 19 and global lock downs our digital teams are not available and its only over the phonxe2x80xa6 httpstcokpjVV65Yye
1871,bkep212 Hello Kate we are experiencing high call volumes and we are also having to consider the health of our stafxe2x80xa6 httpstcoyMC7qiE3AX
1872,bChristianRad Hi Christian Ixe2x80x99m sorry that you have been on hold for so long trying to get through to us did you mxe2x80xa6 httpstcoNiQ0rM1eSV
1873,bflutterbyplant Hi Flutts can you send me a DM with a little more information on what device you have and I can exxe2x80xa6 httpstcoS0g58REFBz
1874,bcphelan Hi Chris Im really sorry for the delay in responding Were certainly not ignoring you and have been reaxe2x80xa6 httpstcoktwk7QWlpe
1875,bnat1811 Hi Natalie Im really sorry for the delay in responding to you Weve been really busy recently did youxe2x80xa6 httpstcodEh5xbSsMe
1876,bMatt93671000 Hello Matt I want to help you with this our lines are open however due the high call volumes the waxe2x80xa6 httpstcoPO99H6LbRb
1877,bhayleyalysmua Hello Hayley I can certainly understand your frustration with the wait times I know this is not idxe2x80xa6 httpstcoJLtOjGDo40
1878,bcoombem1978 BarclaysIB Hello Matty the mail room is operational but due to this situation it will take longer toxe2x80xa6 httpstcoMrhhgxTglD
1879,b1GuyFromHalton If you have a complaint ongoing they will be in touch as soon as possible to discuss it Ramona
1880,bTrentonSpear Hi Trenton sorry for the delay in my reply Id like to see how we can help Could you DM and let mexe2x80xa6 httpstco0Yq8H8C1mi
