,text_common
1878,bcoombem1978 BarclaysIB Hello Matty mail room operational due situation take longer toxe2x80xa6 httpstcoMrhhgxTglD
1879,b1GuyFromHalton complaint ongoing touch soon possible discuss Ramona
1880,bTrentonSpear Trenton reply Id like see help Could let mexe2x80xa6 httpstco0Yq8H8C1mi
1881,bBrrrrraaaddders Ive replied youve sent look help Steven B
1882,bHelloScottsdale know ideal wait long urgent dont clxe2x80xa6 httpstcoz0bZf7stFK
1883,bHelloScottsdale Hello Scott want give hand youre looking close credit card accouxe2x80xa6 httpstcoWeZ1TFX9OG
1884,bSi_p Hello Simon know wait long really frustrating especially taking care axe2x80xa6 httpstcoLft1ly69zX
1885,bAbulEyse Hello Abu see youre struggling connect The wait times really high knowxe2x80xa6 httpstcolUlwx0q5Jn
1886,bKei_Maye glad sorted look bringing maybe making changes hxe2x80xa6 httpstco18iXMGB1sf
1887,bFrancesca95_ Oh sounds like youve bit nightmare As imagine due current gloxe2x80xa6 httpstcovIohai7oe8
1888,bLynnElliotEsq Can let know help Ill best point thexe2x80xa6 httpstco1r3qsQANmB
1889,bLynnElliotEsq Lynn response weve busy assure arxe2x80xa6 httpstcow3lctZBiHy
1890,bgeraldinewan Geraldine reply Wed speak phone sort thixe2x80xa6 httpstcojbO5h6Mi1A
1891,bBertiSmalls certainly understand frustrating wait without knowing wait times please letxe2x80xa6 httpstcoIpM9Ob6gQY
1892,bChrissieShephe1 Hey Chrissie thanks message getting We arent lookingxe2x80xa6 httpstcoQgNnQtACYA
1893,biamemilymatthew Perfect hope enjoy rest day thank time Wexe2x80x99re 247 youxe2x80xa6 httpstcotmb9V2ixd9
1894,bemilyoflanagan We looking online soon possible Please keep eye website updates Brogan
1895,bTonyRAgg VeloEssex Hey Tony late reply message incredibly busy youxe2x80xa6 httpstcot7Srbhc7Vx
1896,bDogheads1 hear happened Id like understand little see theres anxe2x80xa6 httpstcot9bLIgpXjy
1897,bFor information upcoming Barclaycard payment holidays please visit website httpstcoV1ve4TMZfp httpstco8VEXvkFCpn
1898,bCallieHopkins16 The 404 error seeing fixed want try Callie doesntxe2x80xa6 httpstcoHXDJkL5d0o
1899,bkathgreenphoto Sorry Katherine The 404 error seeing fixed want tryxe2x80xa6 httpstcoPFM9rSmxm4
1900,bReadingbug68 Hey Melanie via Online Banking Secure Message normal time scale would 48 woxe2x80xa6 httpstcoABm7ZVgByZ
1901,barranandjules1 Hey Julie late reply message wait times youve experienced xe2x80xa6 httpstcoiA3y0r2zJw
1902,bTrigster_1 Hey Colin reply weve super busy Have managed speaxe2x80xa6 httpstco2Esz6PGXN4
1903,bdingbanks asda transactions declined Daniel Youll give call 0800 151 09xe2x80xa6 httpstco45Dxd1B40T
1904,bsrpnor No worries Steve change mind let know Take care stay safe Dan
1905,biamemilymatthew Emily Sorry late reply coming back directing afrxe2x80xa6 httpstcoiS42B1d0vA
1906,bafricanfreckles Hey Natasha fewer colleagues usual answering phones right corxe2x80xa6 httpstcoag2Hs2Okfn
1907,bBreezerGalway hold getting back Wexe2x80x99re working online application formxe2x80xa6 httpstcoeziT9uIpFH
1908,bRhydd1 Dave Sorry youre issues accessing account online You speak digxe2x80xa6 httpstco64wAeG4eSX
1909,bsrpnor Steve Sorry taken long come back extremely busy social medxe2x80xa6 httpstco2QIIfrC6JA
1910,bGem43184781 Gem raise dispute take look link options andxe2x80xa6 httpstcoaIxT0ZyseF
1911,bMatt140685831 Matt payment fraudulent raise online often without get pxe2x80xa6 httpstcozwHd7A8bJR
1912,btravelsofalan Alan ignoring super busy Wexe2x80x99re working online application formxe2x80xa6 httpstco5wUF7JcD0i
1913,bRaaviGupta4 really glad youve managed get sorted Raavi take care stay safe Dan
1914,bTshilham Tam reaching Your partner would call customer services discuss thisxe2x80xa6 httpstcoltCfxEfdC1
1915,bCaterinaAmato8 22 one sending back bank would call 0800 151 0900 bxe2x80xa6 httpstcozjOQZ6iUep
1916,b79neb79 Hey getting back Wexe2x80x99re actually working online applxe2x80xa6 httpstcoxCHLbEtt4d
1917,bCaterinaAmato8 Caterina youve made manual payment Direct Debit place happen depenxe2x80xa6 httpstcoLZb18ZMpiz
1918,bNeilThompson Hey Neil getting back appreciate completely beenxe2x80xa6 httpstcoTuYrfXiE61
1919,bjustmeinnit hesyms Thats great news Kel thanks coming back let know Take care stay safe Dan
1920,balexszaborl Apologies Alex cant help via social media secure channel You would nxe2x80xa6 httpstcoAt9eF3gFPu
1921,bjustmeinnit hesyms You speak advisor Kel eventually get agent bxe2x80xa6 httpstco0z0hhhdQsS
1922,bGeorgiaaBarberr Georgia cannot make outbound calls busy channels afrxe2x80xa6 httpstcojQfYMDjC6u
1923,bClareLKelly82 Youd best call team 0800 151 0900 help process The team avaxe2x80xa6 httpstcorwD8Par80e
1924,bRaaviGupta4 In case Raavi stumped allow dispute The process isxe2x80xa6 httpstcooGNLrhIn8m
1925,bnadyashamsuddin barclaysuknews BarclaysLDN Nadya youre holding We answering calls quicklyxe2x80xa6 httpstcoq6DZaDmizW
1926,bEEgleton respond Ellie xf0x9fx98x8aThanks Dean
1927,bRaaviGupta4 Can please sadvise cant online Raavi issues logging accoxe2x80xa6 httpstcoUu9ASPDIx7
1928,bAshhCohenn Well reply soon able Ash Nikki
1929,bAshhCohenn Ok Ash Id recommend either writing close account waiting situatxe2x80xa6 httpstco1Q4EBooWkg
1930,bRebecca02312589 Rebecca youre issue Our team 0800 151 0900 able help thaxe2x80xa6 httpstco1si5QamtJ6
1931,bAshhCohenn Ash staff working due impact staffing levels customer woxe2x80xa6 httpstcopi2XdpDi1i
1932,bShellTC25 Hey Shelley take look link advice httpstcodnD2PEvsi6 Nikki
1933,blouisexwilkes Hey Louise wait times youve experienced calling much fewer colleaxe2x80xa6 httpstco6TOp6ADgDJ
1934,bFar_ah94 Fara Not right dont worry weve got covered You turn compatible Android handsexe2x80xa6 httpstcoKP95cGeBkQ
1935,b_johnburrows Rich_Erd We really dont account mute John Were busy taking thisxe2x80xa6 httpstco0qn3YVqLiJ
1936,bNatashaWhiting Natasha youre holding The wait times due impact Corona Virus oxe2x80xa6 httpstco25gZPs6EgP
1937,bluebyloo Lu Can drop quick button include postcode best numbxe2x80xa6 httpstconRenMYOp2y
1938,brobot1066 Ill reply shortly Nikki
1939,btlaindon1 Tariela advised late payment charge cash advance charge Interest still accruedxe2x80xa6 httpstcomM4UZd1pwn
1940,bgavajones 22 youd best call 0800 151 0900 team busy wait times exe2x80xa6 httpstcoDblz0vXxeU
1941,bgavajones Our app team currently unable support thats something look theyre back axe2x80xa6 httpstco7GIheBIG53
1942,bStevenBarr321 Steven update check link theres information plans repaymenxe2x80xa6 httpstcoH3PBReTTV4
1943,bSetting direct debit means donxe2x80x99t worry remembering pay bill could usefulxe2x80xa6 httpstcolzVWWqVz2g
1944,b466gw There Sorry late reply coming back transactions dont recognxe2x80xa6 httpstcoADCGsa8rYr
1945,bRaaviGupta4 22 best help put customers mind rest thats advising print thxe2x80xa6 httpstcodD6znCjkap
1946,bRaaviGupta4 Raavi apologies hope understand due circumstances working harxe2x80xa6 httpstcoWMRwMHguWL
1947,bClareLKelly82 Hey Clare getting back weve super busy across channelsxe2x80xa6 httpstco5nnuCwFKPJ
1948,bcolhamil Colin dispute processed taken however dispute case isxe2x80xa6 httpstcocJcZwbcMrK
1949,bbrownstone1892 22 reason trying get logged Ill see alternative mexe2x80xa6 httpstcohW8KLKUNAo
1950,bbrownstone1892 Carl youre issues getting access online account Unfortunately txe2x80xa6 httpstcofXJAR5qu1C
1951,bgavajones Gavin youre able see Have tried check online account Nikki
1952,bRussB4 Ive done Russell managed stay strong What would suggest play instead Ill see canxe2x80xa6 httpstco760oiTz1p9
1953,bAmandaM74063824 Just enter 16 digit card number reference dont put spaces characters inxe2x80xa6 httpstco1tkcgr4i7M
1954,bsecondgengamer Hey Pau late reply busy moment youre still needing hexe2x80xa6 httpstcoYEJI1cPHrn
1955,bMikeDenaro1 Mikey Ill reply Nikki
1956,bDamnRightUK Mike Sorry secure channel cant help reason yxe2x80xa6 httpstcowXPwltqT1m
1957,bgj4man dont know current service levels Depending query relates couldxe2x80xa6 httpstcoY6XqggLQql
1958,bkierans1989 So late reply Kieran incredibly busy moment Ahh see youre lookingxe2x80xa6 httpstcoiabNqehO2U
1959,bbrunokirby 22 days week 8am 8pm 0800 151 0900 pop request writing followxe2x80xa6 httpstcoYVY6h0QJD8
1960,bbrunokirby Drew current moment time due Covid19 really busy across al channels especiallxe2x80xa6 httpstcotfhQ0KQtPQ
1961,bAmandaM74063824 Amanda paying via bank secure Were secure channel meant Sorry txe2x80xa6 httpstcoD2RUwYqVxg
1962,bsharky7771 Hey late reply Weve incredibly busy recently appreciate patiencexe2x80xa6 httpstcor3vugNfUff
1963,bRussB4 patience one Russell really glad youve managed get sorted Take care stay safe Dan
1964,bLisaJayneDowson Lisa Youll call digital team regarding still cannot see Barclaylxe2x80xa6 httpstconUxvAtza8B
1965,bmegalecelectric We raised xc2xa345 moment Chris Ill pass suggestion team though Nikki
1966,bjrw1916 Jennifer send clicking button Nikki httpstcomPqb4etrYV
1967,bJayeThomas6 Jaye Were looking meantime youd like let know whxe2x80xa6 httpstcoykFH7ZLopc
1968,bBlueTreeBiz David youve reply Were trying hardest deal queries quickly poxe2x80xa6 httpstcox6ux16QwHS
1969,bneilwilliams87 22 Due current situation experiencing higher call queues usual moment soxe2x80xa6 httpstcolXlqErv16I
1970,bneilwilliams87 Neil get credit balance transferred back bank account wouldxe2x80xa6 httpstcoy7hmFOgzv1
1971,bOliverO13771028 explaining Oliver youre situation keep check linkxe2x80xa6 httpstcoPJr5TeqSKP
1972,brsdrussell keep eye page well update news becomes available regaxe2x80xa6 httpstcoP7fs4SxHP8
1973,bcandacekendall_ Candace youd like details calls would great Nikki
1974,bburdett_trevor Trevor Sorry late reply coming back youll find info thatxe2x80xa6 httpstcoBJEUSmrH7H
1975,bShorny82 Shaun trip cancelled due Covid19 take look link explainsxe2x80xa6 httpstcogxQTDXUmqR
1976,b_bethismint Beth update case would call disputes team However due Cxe2x80xa6 httpstcoWIZL9HwB43
1977,bAmandaM74063824 Amanda working messages quickly As imagine many moxe2x80xa6 httpstcomy4pThL4X3
1978,bDanSumner16 chellby_1 HI Dan want explain situation Ill see suggest Thanksxe2x80xa6 httpstcohs1BiCLoTc
1979,bCaptainShmit You find website httpstcoslprCvBk3E youre able get print axe2x80xa6 httpstcoyw7YDMGMuk
1980,bRussB4 Russell taking long get fewer team members available well mxe2x80xa6 httpstcoopMCM36zBY
1981,bashiyan Ashiyan Barclaycard UK AskBarclaysUS able address Theyre available 9xe2x80xa6 httpstcopTZotu5YFR
1982,bOliverO13771028 Oliver didnt get help wanted Can explain happened Nikki
1983,bchellby_1 Hey Richelle well try find way around Nikki
1984,bStevenBarr321 Steven updates provide moment You keep date news sxe2x80xa6 httpstcoNekgFjzo1y
1985,bFuran917 Francis troubles online still ongoing try clearinxe2x80xa6 httpstcoWORMza9nOc
1986,bEagleHodgsonM Michael delays phone weve lot customers calling support Dxe2x80xa6 httpstco4iYz632Rrf
1987,bfuck_twr youre problems generally managing money youxe2x80x99ll find helpful advice moneyxe2x80xa6 httpstcor1LCmotUEl
1988,bfuck_twr think could financially impacted Covid19 call 0800 046 8324 find cxe2x80xa6 httpstcoRiut8mT5Vq
1989,bfuck_twr Hello therennWe wonxe2x80x99t charging late payment cash advance fees 19 March 17 June 202xe2x80xa6 httpstcoEZVCoJs4OC
1990,bliamnunn83 mate youve made 8 hour shift end good news thank Really gladxe2x80xa6 httpstcoaeQDu1bt8C
1991,bliamnunn83 Liam say youd speak digital team hours 8am 8pxe2x80xa6 httpstcoRX2XT3GLDi
1992,bDarrenappleby13 tori_learmonth Darren Apologies due impact Covid19 facing higher call volumxe2x80xa6 httpstcoAvcHFheHGu
1993,bGiddyPip 22 reply soon please bear Ill see answer youxe2x80xa6 httpstcoj8VmRGeoId
1994,bGiddyPip Apologies Jacqui working hard answer customers queries unfortunatxe2x80xa6 httpstcosyeNGgUUNL
1995,bbarryswallow afraid Barry type query would digital team youll speak withxe2x80xa6 httpstcoIUpLZTColC
1996,bgregkozakiewicz 22 know ideal would give call 0800 161 5300 8am 8pm Dan
1997,bgregkozakiewicz Okay Greg thanks letting know The people get sorted Digital Hexe2x80xa6 httpstcozIVMnN5X6e
1998,bAntsatwit Apple Anthony Sorry late reply coming back credited back Barclayxe2x80xa6 httpstcoGrDv2J9wcX
1999,bNinaTW Nina taken long come back working hard toxe2x80xa6 httpstcodcxXlySuuu
2000,bwhartland fleetwaytravel SimonCalder Oh bless Wendy really hope gets sorted soon Takexe2x80xa6 httpstcoqnEfb6Dj3v
2001,bNickWorthingt16 Nick taken long come back working hard toxe2x80xa6 httpstcoRNrKQVV5y1
2002,bEmma17Louise_ Ahh see really Something like dealt teaxe2x80xa6 httpstcoSUdDKDsgnh
2003,bTo support customers stranded abroad wexe2x80x99re removing nonsterling transaction fees overseas purchasexe2x80xa6 httpstcoizqq1q5QMs
2004,bEIHLMagazine Okay hear theres anything help please let know Kristos
2005,bJrosmith hear The address Barclaycard Customer Relations Dept PO Box 9131 51 Saffron Roaxe2x80xa6 httpstcoLkmuUL10LA
2006,bbrionyemma04 Ive dropped xf0x9fx98x8a Dean
2007,bWombatTom clarahopscotch Tom staff members manning phones help wxe2x80xa6 httpstcoip8erv6Z97
2008,bEIHLMagazine thanks getting touch apologies hear credit limixe2x80xa6 httpstcoUzaAZ6n5jx
2009,bCMCILV No bother mate stay safe hopefully speak things less mental xf0x9fx98xa9 Dan
2010,bbrionyemma04 Sorry Briony extremely busy Is specific reason sign thexe2x80xa6 httpstcojCBT0XOLzg
2011,btavish_86 22 youre able leave quieten little would save time holding onxe2x80xa6 httpstcottqOuqImYB
2012,btavish_86 Andy We get credit balance transferred back bank account would needxe2x80xa6 httpstco7hIo6t72ZA
2013,bFilipinoBoy89 Hey regards Barclaycard Germany account youd reach ourxe2x80xa6 httpstcoTNR41KPwkk
2014,bDavidSullivan85 robynskiiiii Okay David glad youve able make payment hopefully things maxe2x80xa6 httpstcoru3r6HYGUo
2015,bCMCILV Okay case youd call customer services could get one sent honestlyxe2x80xa6 httpstcoY1IZSsxmIw
2016,bDavidSullivan85 robynskiiiii David Sorry late reply manage get end Dan
2017,bMeaningfulTrav1 lastminute_com MartinSLewis ATOLprotected There Sorry take long reply supxe2x80xa6 httpstcoKGEijIRSjW
2018,bphilswinhoe It would still popping post Phil team dont email address Dan
2019,bCMCILV Awesome news okay heres awesome news xf0x9fx98x92 youd speak digital team getxe2x80xa6 httpstco2soHzHlpWu
2020,bDanny8Hull Dan We arrange send funds back however would speak customerxe2x80xa6 httpstco1Q4RMKAciq
2021,bCMCILV Connor please double check date version app checking toxe2x80xa6 httpstcoBZz8Ucnbuq
2022,bPhifeP Phil Apologies late reply coming back weve snowed due Covid19 havxe2x80xa6 httpstcoq8sqzC0rcM
2023,brickyw2017 Ricky Apologies received form post use link prinxe2x80xa6 httpstcoHPX1hNJ0jd
2024,bDogheads1 Hey thanks Tweet This isnt like see Could pop explain littlxe2x80xa6 httpstcolMHlocYUnm
2025,bJoJolittle85 Jodie please try help Dean httpstcomPqb4etrYV
2026,bGwytherDavid Hey Dave drop confirming wifes name postcode please Dean httpstcomPqb4etrYV
2027,bScam alert xe2x9axa0xefxb8x8f Fraudsters impersonating government health bodies fake text messages coronavirus Ifxe2x80xa6 httpstcopyZak4h6ZN
2028,bHaribocheeks Cara delayed reply Have managed get resolved Dean
2029,bSejliL Hey thanks message huge apologies long wait busy due impact oxe2x80xa6 httpstcoUAbylSqxHa
2030,bLuvCollectables Hey thanks getting touch huge apologies long wait busy due txe2x80xa6 httpstcoZcyd3bsbyi
2031,bMschristinarose Christina delays As imagine weve lot customers calling sxe2x80xa6 httpstcoIfdgwTFT7s
2032,bThomasjtaylor92 Not sure problem Thomas send quick postcode phone numxe2x80xa6 httpstcoIk9xLvsGEN
2033,bscorpiogirl3875 Vicky getting error message Can details along yoxe2x80xa6 httpstcobzwb67MEbF
2034,bunder_toned Hey Wendy sorted yet Sorry weve touch extremely busy moment Dean
2035,bPaulJTucker Hey Paul replying Have managed get sorted yet Dean
2036,bFlahute66 Sorry David manaeged get sorted Dean
2037,bstem_maths want send quick postcode phone number Ill see somethinxe2x80xa6 httpstcoSdx3SYnlLo
2038,bzakcb1 Zak havent managed get please send let know andxe2x80xa6 httpstcoVf1DQqS8EK
2039,bSweetpeaInfo Lines open every day 9am 9pm nnIf youre problems generally managing youxe2x80xa6 httpstcoLL9MeNIvbo
2040,bSweetpeaInfo wonxe2x80x99t charging late payment cash advance fees 19 March 17 June 202xe2x80xa6 httpstcoQ5TfgIe2Se
2041,bpaulystew1 What trouble Paul Dean
2042,bkcajrum Jack delays calling Weve lot customers calling support right Dixe2x80xa6 httpstcoapxPBcQLJX
2043,bmonie4112 Simone extremely busy moment Are still trouble Dean
2044,bCaptainShmit Hey delayed reply You raise dispute transaction youd like tooxe2x80xa6 httpstcoQmHlQrmBcS
2045,bstem_maths Apologies extremely busy present Have managed get sorted Is therexe2x80xa6 httpstcoc6EdF1Fdvh
2046,btimbald youre problems generally managing money youxe2x80x99ll find helpful advice moneyxe2x80xa6 httpstcoZnUuNI7era
2047,btimbald Tim looking ways help customers Stopping interest something done bxe2x80xa6 httpstcooddY0NaR7W
2048,bmattyydale Matty reply talk disputing Just go toxe2x80xa6 httpstcoJN1bS1V9Oa
2049,bakprasad Anup understand youd worried app youll able block thexe2x80xa6 httpstcoDaqtbsYkNS
2050,bzoewakeling Apologies Zoe hopefully soon apologies Dean
2051,bfoyz2 Sorry managed sort Were busy present unfortunately Dean
2052,bzoewakeling Unfortunately specific reason sign moment Dean
2053,bzoewakeling Sorry hear Zoe managed get sorted yet Dean
2054,bGains_Malone Paul Ixe2x80x99m never arrived That afraid may nxe2x80xa6 httpstco50faEKIDha
2055,bBenDaSilva1992 Ben reply wait speak able arrangexe2x80xa6 httpstcoWcBQYPTEd0
2056,bA137HEA Aletha really reply Id like check alternatives logging Ifxe2x80xa6 httpstcoPKmjgCpoJo
2057,bsophie_runs Soph delayed reply extremely busy moment Wed usually extend thesexe2x80xa6 httpstcoIdcI6iBKIp
